"Tipo_muestra","Orden","ruc","RAZON_SOCIAL","NOMBRE_COMERCIAL","CODIGO_ORGANIZACION_LEGAL","ORGANIZACION_LEGAL","CODIGO_CATESTAB","TIPESTAB","CODIGO_EMPRESA_TIPO","EMPRESA_TIPO","CODIGO_EMPRESA_ESTADO","EMPRESA_ESTADO","CODIGO_ESTADO_HABIDO","ESTADO_HABIDO","UBIGEO","NOMDEP","NOMPROV","NOMDIST","codigo de distrito","CIIU_V3","CIIU_V4","ANIO_CONSTITUCION","ANIO_APERTURA","ANIO_CIERRE","CODIGO_REG_PROPIEDAD","REG_PROPIEDAD","CODIGO_ACTIV_COMERCIO_EXTERIOR","ACTIV_COMERCIO_EXTERIOR","Estado","DESC_ESTADO","DESC_VIA_OTRO","DESC_CONDICION_DOMICILIO","CAPITAL","Region","CODODEI","ODEI","Cono","Descripcion_CIIU","COD_DIVISION","DESCRIP_DIVISION","ESTRATO_INNOVA","COD_SECTOR","SECTOR_CENEC","ID","veneta_mill","tot_vent","part_ing","prob","weight","eeee"
"2","10146","20604552673","SELL TO HELP E.I.R.L.","","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150140","LIMA","LIMA","SANTIAGO DE SURCO","40","6420","6110","","2019","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SANTIAGO DE SURCO","15 Provincia de Lima","15","Lima","2 Centro","Actividades de telecomunicaciones alámbricas","61","Telecomunicaciones","2. Pequeña empresa- 150 uit a 500 uit","13","Transportes y Comunicaciones","","1.4000","254687821824",",000549692544155",",03","29.85","29,85"
"2","10155","20604778566","MANAGEMENT FORCE S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150115","LIMA","LIMA","LA VICTORIA","15","6420","6190","","2019","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA VICTORIA","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades de telecomunicación","61","Telecomunicaciones","2. Pequeña empresa- 150 uit a 500 uit","13","Transportes y Comunicaciones","","1.4000","254687821824",",000549692544155",",03","29.85","29,85"
"2","10246","20469072054","VERTICE ARQUITECTOS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","7421","7110","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.3825","254687821824",",000542828056496",",03","29.8","29,80"
"2","10275","20601975051","A3M COMPANY S.A. - A3M S.A.","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150135","LIMA","LIMA","SAN MARTIN DE PORRES","35","2422","2022","","2017","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","BARRIO OBRERO INDUSTRIAL","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas","20","Fabricación de sustancias y productos químicos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.3640","254687821824",",000535571365617",",03","29.71","29,71"
"2","10301","20522238067","BABY PASITOS E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150133","LIMA","LIMA","SAN JUAN DE MIRAFLORES","33","1920","1520","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","CIUDAD DE DIOS","15 Provincia de Lima","15","Lima","4 Sur","Fabricación de calzado","15","Fabricación de productos de cuero y productos conexos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.3472","254687821824",",000528947566636",",08","13","13,00"
"2","10362","20547302258","BP SERVICIOS GLOBALES S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150114","LIMA","LIMA","LA MOLINA","14","3511","3312","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA MOLINA","15 Provincia de Lima","15","Lima","3 Este","Reparación de maquinaria","33","Reparación e instalación de maquinaria y equipo","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.3019","254687821824",",000511183054186",",03","29.14","29,14"
"2","10404","20117244696","PITAGORAS S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","1711","1312","1977","1901","","1","EMPRESA PRIVADA NACIONAL","1","IMPORTADOR","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Tejedura de productos textiles","13","Fabricación de productos textiles","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.2738","254687821824",",000500134250615",",03","29","29,00"
"2","10439","20601017581","URBEX PERU S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150117","LIMA","LIMA","LOS OLIVOS","17","5139","1702","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","LAS PALMERAS","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de papel y cartón ondulado y de envases de papel y cartón","17","Fabricación de papel y de productos de papel","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.2592","254687821824",",000494408770464",",10","10.07","10,07"
"2","10468","20481047201","AMIEL INVERSIONES S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","01","1554","1104","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","TRUJILLO","13 La Libertad","13","Trujillo","","Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas","11","Elaboración de bebidas","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.2450","254687821824",",000488847494125",",19","5.15","5,15"
"2","10487","20520530569","COMPAÑIA PERUANA DE PISCO SOCIEDAD ANONIMA CERRADA - COPERUPISCO.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","1551","1102","","1901","","99","No conocido","2","EXPORTADOR","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Elaboración de vinos","11","Elaboración de bebidas","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.2304","254687821824",",000483120064018",",19","5.15","5,15"
"2","10492","20514692751","BARRENADOS Y FABRICACIONES S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150135","LIMA","LIMA","SAN MARTIN DE PORRES","35","2710","2410","2008","2006","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","BARRIO OBRERO INDUSTRIAL","15 Provincia de Lima","15","Lima","1 Norte","Industrias básicas de hierro y acero","24","Fabricación de metales comunes","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.2276","254687821824",",000482012459543",",12","8.43","8,43"
"2","10520","20555551259","INVERSIONES LUISMAR S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150135","LIMA","LIMA","SAN MARTIN DE PORRES","35","1920","1520","","2013","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","BARRIO OBRERO INDUSTRIAL","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de calzado","15","Fabricación de productos de cuero y productos conexos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.2098","254687821824",",000475016044220",",08","13","13,00"
"2","10577","20451419693","EST. AQUINO S.CIVIL DE RESP. LTDA","-","8","SOCIEDAD CIVIL","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","160101","LORETO","MAYNAS","IQUITOS","01","7412","6920","","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","IQUITOS","16 Loreto","16","Iquitos","","Actividades de contabilidad, teneduría de libros y auditoría; consultoría fiscal","69","Actividades jurídicas y de contabilidad","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1794","254687821824",",000463081436465",",03","29.89","29,89"
"2","10581","20262189181","INK JET SERVICE E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150134","LIMA","LIMA","SAN LUIS","34","7495","1811","1994","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN LUIS","15 Provincia de Lima","15","Lima","3 Este","Impresión","18","Impresión y reproducción de grabaciones","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1782","254687821824",",000462594151031",",03","29.41","29,41"
"2","10606","20557515799","OBELISCO-CONSULTORIA Y GESTION DE PROYECTOS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150101","LIMA","LIMA","LIMA","01","6420","7210","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LIMA","15 Provincia de Lima","15","Lima","2 Centro","Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería","72","Investigación científica y desarrollo","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1652","254687821824",",000457520101918",",24","4.08","4,08"
"2","10640","10026094912","CHAPOÑAN CAJUSOL LEONCIO","-","2","PERSONA NATURAL CON EMP. UNIPERS.","2","PRINCIPAL(MATRIZ)- UNICA","1","Personal Natural con Negocio","1","En Operación","1","Habido","200101","PIURA","PIURA","PIURA","01","7421","7110","","2001","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","PIURA","20 Piura","20","Piura","","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","29.8","29,80"
"2","10666","10094912291","LLOCLLA PERALTA DIOMEDES","-","2","PERSONA NATURAL CON EMP. UNIPERS.","2","PRINCIPAL(MATRIZ)- UNICA","1","Personal Natural con Negocio","1","En Operación","1","Habido","150118","LIMA","LIMA","LURIGANCHO","18","2429","2680","2004","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","CHOSICA","15 Provincia de Lima","15","Lima","3 Este","Fabricación de soportes magnéticos y ópticos","26","Fabricación de productos de informática, de electrónica y de óptica","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",28","3.64","3,64"
"2","10695","10296089252","OVIEDO LINARES JORGE","CENTRO ÓPTICO JORGE OVIEDO","2","PERSONA NATURAL CON EMP. UNIPERS.","2","PRINCIPAL(MATRIZ)- UNICA","1","Personal Natural con Negocio","1","En Operación","1","Habido","040101","AREQUIPA","AREQUIPA","AREQUIPA","01","3320","2670","","2003","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","AREQUIPA","04 Arequipa","5","Arequipa","","Fabricación de instrumentos ópticos y equipo fotográfico","26","Fabricación de productos de informática, de electrónica y de óptica","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",28","3.64","3,64"
"2","10810","20263081278","INVERSIONES PESQUERAS TACNA S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","1512","1020","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Elaboración y conservación de pescado, crustáceos y moluscos","10","Elaboración de productos alimenticios","2. Pequeña empresa- 150 uit a 500 uit","10","Pesca","","1.1500","254687821824",",000451533182058",",03","29.87","29,87"
"2","10854","20393493454","LADRILLOS FUERTES Y DURABLES FORTALEZA S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","250107","UCAYALI","CORONEL PORTILLO","MANANTAY","07","2693","2392","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN FERNANDO","25 Ucayali","26","Pucallpa","","Fabricación de materiales de construcción de arcilla","23","Fabricación de otros productos minerales no metálicos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","29.33","29,33"
"2","10875","20433127073","SISTEMAS ANDINOS S.A.","-","26","SOCIEDAD ANONIMA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150140","LIMA","LIMA","SANTIAGO DE SURCO","40","7220","6202","","2019","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SANTIAGO DE SURCO","15 Provincia de Lima","15","Lima","2 Centro","Consultoría de informática y de gestión de instalaciones informáticas","62","Programación informática, consultoría de informática y actividades conexas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","29.61","29,61"
"2","10894","20450247929","LADRILLOS VALERIA EIRL","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","220801","SAN MARTIN","RIOJA","RIOJA","01","2691","2393","","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","RIOJA","22 San Martin","22","Moyobamba","","Fabricación de otros productos de porcelana y de cerámica","23","Fabricación de otros productos minerales no metálicos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","29.33","29,33"
"2","10916","20455844020","ZIG ZAG DISTRIBUCIONES S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","40112","AREQUIPA","AREQUIPA","PAUCARPATA","2","1721","1392","","2020","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","PAUCARPATA","04 Arequipa","5","Arequipa","","Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir","13","Fabricación de productos textiles","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","29","29,00"
"2","10931","20477414916","PROTEX CORPORATION S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","130101","LA LIBERTAD","TRUJILLO","TRUJILLO","01","1810","1410","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","TRUJILLO","13 La Libertad","13","Trujillo","","Fabricación de prendas de vestir, excepto prendas de piel","14","Fabricación de prendas de vestir","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","30.03","30,03"
"2","10995","20493117026","ENGINEERING & TECHNOLOGY S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO","32","2924","2824","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN JUAN DE LURIGANCHO","15 Provincia de Lima","15","Lima","3 Este","Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción","28","Fabricación de maquinaria y equipo n.c.p.","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",04","27.77","27,77"
"2","11009","20495838189","EMPRESA DE SERVICIOS MULTIPLES LOMA EL ORO SRL","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","060701","CAJAMARCA","HUALGAYOC","BAMBAMARCA","01","2694","2394","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","BAMBAMARCA","06 Cajamarca","7","Cajamarca","","Fabricación de cemento, cal y yeso","23","Fabricación de otros productos minerales no metálicos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","29.33","29,33"
"2","11013","20498122052","PRODUCTOS AVALON S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","40122","AREQUIPA","AREQUIPA","SOCABAYA","2","1721","1392","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SOCABAYA","04 Arequipa","5","Arequipa","","Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir","13","Fabricación de productos textiles","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","29","29,00"
"2","11020","20501601901","NET MUNDIAL S.R.L.","-","28","SOC.COM.RESPONS. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150115","LIMA","LIMA","LA VICTORIA","15","3592","3092","2000","1901","","1","EMPRESA PRIVADA NACIONAL","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA VICTORIA","15 Provincia de Lima","15","Lima","2 Centro","Fabricación de bicicletas y de sillones de ruedas para inválidos","30","Fabricación de otro equipo de transporte","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",24","4.17","4,17"
"2","11025","20502487711","HALTECH TECNOLOGIES CORPORATION S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150105","LIMA","LIMA","BREÑA","05","7290","6209","2001","1901","","1","EMPRESA PRIVADA NACIONAL","1","IMPORTADOR","0","ACTIVO","","HABIDO","BREÑA","15 Provincia de Lima","15","Lima","2 Centro","Otras actividades de tecnología de la información y servicios informáticos","62","Programación informática, consultoría de informática y actividades conexas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","29.61","29,61"
"2","11031","20503395135","FAPRINOX E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO","32","2710","2410","","1901","","99","No conocido","1","IMPORTADOR","0","ACTIVO","","HABIDO","SAN JUAN DE LURIGANCHO","15 Provincia de Lima","15","Lima","3 Este","Industrias básicas de hierro y acero","24","Fabricación de metales comunes","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",12","8.43","8,43"
"2","11055","20506805415","RAFFO PUBLICIDAD EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150134","LIMA","LIMA","SAN LUIS","34","7430","7310","2003","2003","","1","EMPRESA PRIVADA NACIONAL","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN LUIS","15 Provincia de Lima","15","Lima","3 Este","Publicidad","73","Publicidad y estudios de mercado","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","30","30,00"
"2","11087","20510186991","TARYET S.L. EN PERU","-","29","SUCURSALES O AG. DE EMP. EXTRANJ.","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7421","7110","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","29.8","29,80"
"2","11096","20511791881","SIFALMIN SOCIEDAD ANONIMA CERADA","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150103","LIMA","LIMA","ATE","03","7421","7110","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","VITARTE","15 Provincia de Lima","15","Lima","3 Este","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","29.8","29,80"
"2","11099","20512078070","CORPORACION INDUSTRIAL Y COMERCIAL SU MAJESTAD SOCIEDAD ANONIMA CERRADA - CIC MAJESTAD S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150135","LIMA","LIMA","SAN MARTIN DE PORRES","35","2424","2023","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","BARRIO OBRERO INDUSTRIAL","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador","20","Fabricación de sustancias y productos químicos","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","29.71","29,71"
"2","11121","20514236403","INSTALACIONES MECANICAS Y REPARACIONES NAVALES S.A.C","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150110","LIMA","LIMA","COMAS","10","3512","3012","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","LA LIBERTAD","15 Provincia de Lima","15","Lima","1 Norte","Construcción de embarcaciones de recreo y de deporte","30","Fabricación de otro equipo de transporte","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",24","4.17","4,17"
"2","11215","20521952173","ZIGLEET S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150131","LIMA","LIMA","SAN ISIDRO","31","7220","6201","","1901","","99","No conocido","3","IMPORTADOR/EXPORTADOR","0","ACTIVO","","HABIDO","SAN ISIDRO","15 Provincia de Lima","15","Lima","2 Centro","Programación informática","62","Programación informática, consultoría de informática y actividades conexas","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","29.61","29,61"
"2","11301","20535738948","HC PUBLICIDAD EXTERIOR S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150122","LIMA","LIMA","MIRAFLORES","22","2811","3311","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","MIRAFLORES","15 Provincia de Lima","15","Lima","2 Centro","Reparación de productos elaborados de metal","33","Reparación e instalación de maquinaria y equipo","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",03","29.14","29,14"
"2","11307","20536043153","TRADE SOLUTIONS S.A.C.","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150140","LIMA","LIMA","SANTIAGO DE SURCO","40","7430","7310","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","SANTIAGO DE SURCO","15 Provincia de Lima","15","Lima","2 Centro","Publicidad","73","Publicidad y estudios de mercado","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","30","30,00"
"2","11356","20538590895","CORPORACION VISION SAC","-","39","SOCIEDAD ANONIMA CERRADA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","150112","LIMA","LIMA","INDEPENDENCIA","12","2520","2733","","1901","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","INDEPENDENCIA","15 Provincia de Lima","15","Lima","1 Norte","Fabricación de dispositivos de cableado","27","Fabricación de equipo eléctrico","2. Pequeña empresa- 150 uit a 500 uit","11","Manufactura","","1.1500","254687821824",",000451533182058",",07","13.57","13,57"
"2","11375","20542663597","TIMPROC E.I.R.L.","-","7","EMPRESA INDIVIDUAL DE RESP. LTDA","2","PRINCIPAL(MATRIZ)- UNICA","2","Personal Jurídica Privada con Fines de Lucro","1","En Operación","1","Habido","210101","PUNO","PUNO","PUNO","01","7421","7110","","2014","","99","No conocido","0","SIN ACTIVIDAD","0","ACTIVO","","HABIDO","PUNO","21 Puno","21","Puno","","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","71","Actividades de arquitectura e ingeniería; ensayos y análisis técnicos","2. Pequeña empresa- 150 uit a 500 uit","16","Servicios","","1.1500","254687821824",",000451533182058",",03","29.8","29,80"
